,Tarih,dolar,petrol,Faiz,ortalama,tufe,altın,tahmin
1987,2013-09-17,2.0018,105.42,4.5,0.25,7.88,84.357,1.9501
1988,2013-09-16,2.0045,106.59,4.5,0.0,7.88,84.653,2.0018
1989,2013-09-13,2.028,108.21,4.5,-0.11347402597402595,7.88,86.502,2.0045
1990,2013-09-12,2.0306,108.6,4.5,-0.14087301587301587,7.88,86.24,2.028
1991,2013-09-11,2.0117,107.56,4.5,0.07257381507381508,7.88,88.338,2.0306
1992,2013-09-10,2.0141,107.39,4.5,0.011247947454844006,7.88,88.288,2.0117
1993,2013-09-09,2.0266,109.52,4.5,0.006250000000000002,7.88,90.375,2.0141
1994,2013-09-06,2.0465,110.53,4.5,0.1064351851851852,7.88,91.824,2.0266
1995,2013-09-05,2.0691,108.37,4.5,0.0,7.88,90.995,2.0465
1996,2013-09-04,2.0505,107.23,4.5,0.0,7.88,91.688,2.0691
1997,2013-09-03,2.0584,108.54,4.5,-0.0325,7.88,93.521,2.0505
1998,2013-09-02,2.0213,106.75,4.5,0.05333333333333334,7.88,90.405,2.0584
1999,2013-08-30,2.0403,107.65,4.5,0.0,8.17,91.413,2.0213
2000,2013-08-29,2.0358,108.8,4.5,-0.12083333333333332,8.17,92.139,2.0403
2001,2013-08-28,2.0374,110.1,4.5,0.0,8.17,92.915,2.0358
2002,2013-08-27,2.0363,109.01,4.5,0.05956439393939395,8.17,92.907,2.0374
2003,2013-08-26,1.998,105.92,4.5,0.16666666666666666,8.17,90.188,2.0363
2004,2013-08-23,1.9878,106.42,4.5,0.11666666666666665,8.17,89.28,1.998
2005,2013-08-22,1.9936,105.03,4.5,-0.03125,8.17,88.228,1.9878
2006,2013-08-21,1.9785,103.85,4.5,0.04666666666666666,8.17,87.106,1.9936
2007,2013-08-20,1.9496,104.96,4.5,0.013636363636363636,8.17,85.956,1.9785
2008,2013-08-19,1.9544,107.1,4.5,-0.0006666666666666676,8.17,85.785,1.9496
2009,2013-08-16,1.9446,107.46,4.5,0.0,8.17,86.061,1.9544
2010,2013-08-15,1.9345,107.33,4.5,0.0,8.17,84.893,1.9446
2011,2013-08-14,1.9344,106.85,4.5,0.0,8.17,83.125,1.9345
2012,2013-08-13,1.934,106.83,4.5,0.175,8.17,82.114,1.9344
2013,2013-08-12,1.9251,106.11,4.5,0.1142857142857143,8.17,82.734,1.934
2014,2013-08-09,1.9204,105.97,4.5,0.0,8.17,81.191,1.9251
2015,2013-08-08,1.9225,103.4,4.5,0.0,8.17,81.166,1.9204
2016,2013-08-07,1.9322,104.37,4.5,0.0,8.17,79.938,1.9225
2017,2013-08-06,1.9252,105.3,4.5,0.13333333333333333,8.17,79.373,1.9322
2018,2013-08-05,1.9303,106.56,4.5,0.03888888888888888,8.17,80.887,1.9252
2019,2013-08-02,1.9255,106.94,4.5,0.0,8.17,81.215,1.9303
2020,2013-08-01,1.947,107.89,4.5,0.22500000000000006,8.17,82.007,1.9255
2021,2013-07-31,1.9353,105.03,4.5,0.03437500000000001,8.88,82.351,1.947
2022,2013-07-30,1.9229,103.08,4.5,0.6875,8.88,82.024,1.9353
2023,2013-07-29,1.9263,104.55,4.5,0.0,8.88,82.287,1.9229
2024,2013-07-26,1.926,104.7,4.5,0.0,8.88,82.52,1.9263
2025,2013-07-25,1.9206,105.49,4.5,0.004166666666666668,8.88,82.421,1.926
2026,2013-07-24,1.9213,105.39,4.5,0.0,8.88,81.625,1.9206
2027,2013-07-23,1.9004,107.23,4.5,0.2,8.88,82.326,1.9213
2028,2013-07-22,1.912,106.91,4.5,0.028571428571428574,8.88,82.14,1.9004
2029,2013-07-19,1.9181,108.05,4.5,0.0599702380952381,8.88,79.902,1.912
2030,2013-07-18,1.9214,108.04,4.5,0.03977272727272727,8.88,79.325,1.9181
2031,2013-07-17,1.9108,106.48,4.5,0.0,8.88,78.333,1.9214
2032,2013-07-16,1.921,106.0,4.5,0.37333333333333335,8.88,79.768,1.9108
2033,2013-07-15,1.9335,106.32,4.5,0.031818181818181815,8.88,79.757,1.921
2034,2013-07-12,1.9525,105.95,4.5,0.07500000000000002,8.88,80.732,1.9335
2035,2013-07-11,1.9511,104.91,4.5,0.2107142857142857,8.88,80.634,1.9525
2036,2013-07-10,1.9497,106.52,4.5,0.1,8.88,78.92,1.9511
2037,2013-07-09,1.9415,103.53,4.5,-0.05,8.88,78.058,1.9497
2038,2013-07-08,1.9473,103.14,4.5,-0.02291666666666667,8.88,77.401,1.9415
2039,2013-07-05,1.9683,103.22,4.5,-0.01,8.88,77.378,1.9473
2040,2013-07-04,1.943,101.4,4.5,0.10317460317460317,8.88,78.074,1.9683
2041,2013-07-03,1.947,101.24,4.5,0.0528125,8.88,78.365,1.943
2042,2013-07-02,1.9331,99.6,4.5,0.19333333333333336,8.88,77.305,1.947
2043,2013-07-01,1.924,97.99,4.5,0.09583333333333333,8.88,77.509,1.9331
2044,2013-06-28,1.9288,96.56,4.5,0.3497023809523809,8.3,76.558,1.924
2045,2013-06-27,1.9199,97.05,4.5,0.048148148148148134,8.3,74.145,1.9288
2046,2013-06-26,1.9354,95.5,4.5,0.012361111111111113,8.3,76.252,1.9199
2047,2013-06-25,1.9311,95.32,4.5,-0.03039880952380952,8.3,79.36,1.9354
2048,2013-06-24,1.9438,95.18,4.5,0.0796621621621622,8.3,80.245,1.9311
2049,2013-06-21,1.9388,93.69,4.5,0.008593750000000008,8.3,80.821,1.9438
2050,2013-06-20,1.9369,95.4,4.5,-0.0011134067952249822,8.3,79.617,1.9388
2051,2013-06-19,1.902,98.24,4.5,0.10824652777777777,8.3,82.788,1.9369
2052,2013-06-18,1.8865,98.44,4.5,0.1619047619047619,8.3,82.974,1.902
2053,2013-06-17,1.8741,97.77,4.5,0.030962962962962963,8.3,83.412,1.8865
2054,2013-06-14,1.859,97.85,4.5,-0.024488304093567264,8.3,83.119,1.8741
2055,2013-06-13,1.8616,96.69,4.5,-0.006055116381203349,8.3,82.976,1.859
2056,2013-06-12,1.8752,95.88,4.5,0.029517738359201774,8.3,83.724,1.8616
2057,2013-06-11,1.8918,95.38,4.5,0.025409501996711305,8.3,83.823,1.8752
2058,2013-06-10,1.9018,95.77,4.5,0.02070707070707071,8.3,84.755,1.8918
2059,2013-06-07,1.873,96.03,4.5,0.007719298245614031,8.3,83.474,1.9018
2060,2013-06-06,1.8932,94.76,4.5,0.006018518518518516,8.3,86.049,1.873
2061,2013-06-05,1.8923,93.74,4.5,0.12242424242424242,8.3,85.34,1.8932
2062,2013-06-04,1.8769,93.31,4.5,0.013181818181818185,8.3,84.39,1.8923
2063,2013-06-03,1.8828,93.45,4.5,-0.01629924704924704,8.3,85.39,1.8769
2064,2013-05-31,1.8756,91.97,4.5,0.875,6.51,83.688,1.8828
2065,2013-05-30,1.8735,93.61,4.5,-0.011363636363636364,6.51,85.233,1.8756
2066,2013-05-29,1.8605,93.13,4.5,0.0,6.51,83.378,1.8735
2067,2013-05-28,1.858,95.01,4.5,0.0,6.51,82.555,1.8605
2068,2013-05-27,1.8458,93.83,4.5,0.8,6.51,82.754,1.858
2069,2013-05-24,1.8466,94.15,4.5,0.07916666666666668,6.51,82.401,1.8458
2070,2013-05-23,1.8464,94.25,4.5,0.0,6.51,82.508,1.8466
2071,2013-05-22,1.8491,94.28,4.5,0.25,6.51,81.477,1.8464
2072,2013-05-21,1.8431,96.16,4.5,-0.3,6.51,81.458,1.8491
2073,2013-05-20,1.8408,96.71,4.5,0.05681818181818182,6.51,82.549,1.8431
2074,2013-05-17,1.8421,96.02,4.5,0.20555555555555552,6.51,80.469,1.8408
2075,2013-05-16,1.8241,95.16,4.5,0.1507936507936508,6.51,81.321,1.8421
2076,2013-05-15,1.8226,94.3,4.5,0.0696969696969697,6.51,81.617,1.8241
2077,2013-05-14,1.8155,94.21,4.5,0.06574074074074075,6.51,83.219,1.8226
2078,2013-05-13,1.812,95.17,4.5,0.2714285714285714,6.51,83.328,1.8155
2079,2013-05-10,1.8013,96.04,4.5,0.2,6.51,83.865,1.812
2080,2013-05-09,1.7987,96.39,4.5,0.1,6.51,84.29,1.8013
2081,2013-05-08,1.79,96.62,4.5,0.0,6.51,84.85,1.7987
2082,2013-05-07,1.7968,95.62,4.5,0.0,6.51,83.899,1.79
2083,2013-05-06,1.7972,96.16,4.5,0.0,6.51,84.95,1.7968
2084,2013-05-03,1.7943,95.61,4.5,0.08333333333333333,6.51,84.852,1.7972
2085,2013-05-02,1.7928,93.99,4.5,0.55,6.51,84.615,1.7943
2086,2013-05-01,1.7927,91.03,4.5,-0.08333333333333333,6.51,84.082,1.7928
2087,2013-04-30,1.793,93.46,5.0,0.0,6.13,85.077,1.7927
2088,2013-04-29,1.7956,94.5,5.0,0.1572727272727273,6.13,85.183,1.793
2089,2013-04-26,1.7975,93.0,5.0,0.004761904761904773,6.13,84.525,1.7956
2090,2013-04-25,1.7988,93.64,5.0,0.0,6.13,84.875,1.7975
2091,2013-04-24,1.8024,91.43,5.0,0.17784090909090908,6.13,83.021,1.7988
2092,2013-04-23,1.8046,89.18,5.0,0.05909090909090909,6.13,81.984,1.8024
2093,2013-04-22,1.8043,88.76,5.0,0.08353287337662338,6.13,82.79,1.8046
2094,2013-04-19,1.7998,88.01,5.0,0.4518181818181818,6.13,81.236,1.8043
2095,2013-04-18,1.7965,87.73,5.0,0.2,6.13,80.35,1.7998
2096,2013-04-17,1.7995,86.68,5.0,0.06666666666666668,6.13,79.651,1.7965
2097,2013-04-16,1.788,88.72,5.0,0.2074074074074074,6.13,78.703,1.7995
2098,2013-04-15,1.7929,88.71,5.0,0.0,6.13,78.016,1.788
2099,2013-04-12,1.7881,91.29,5.0,-0.024305555555555552,6.13,85.139,1.7929
2100,2013-04-11,1.7848,93.51,5.0,0.0,6.13,89.574,1.7881
2101,2013-04-10,1.7895,94.64,5.0,-0.07142857142857142,6.13,89.711,1.7848
2102,2013-04-09,1.7843,94.2,5.0,0.0,6.13,90.945,1.7895
2103,2013-04-08,1.786,93.36,5.0,0.0,6.13,90.34,1.7843
2104,2013-04-05,1.7936,92.7,5.0,0.06145833333333334,6.13,91.61,1.786
2105,2013-04-04,1.8034,93.26,5.0,-0.010937499999999998,6.13,90.053,1.7936
2106,2013-04-03,1.8089,94.45,5.0,-0.11468253968253968,6.13,90.591,1.8034
2107,2013-04-02,1.8033,97.19,5.0,-0.014285714285714287,6.13,91.413,1.8089
2108,2013-04-01,1.8051,97.07,5.0,0.0045770202020202,6.13,92.823,1.8033
2109,2013-03-29,1.809,,5.5,0.0,7.29,92.878,1.8051
2110,2013-03-28,1.8104,97.23,5.5,0.16270833333333332,7.29,92.939,1.809
2111,2013-03-27,1.8144,96.58,5.5,-0.18666666666666668,7.29,93.546,1.8104
2112,2013-03-26,1.8143,96.34,5.5,0.011363636363636362,7.29,93.287,1.8144
2113,2013-03-25,1.8225,94.81,5.5,0.0,7.29,94.021,1.8143
2114,2013-03-22,1.8146,93.71,5.5,0.03409090909090909,7.29,93.862,1.8225
2115,2013-03-21,1.8184,92.45,5.5,0.0,7.29,94.369,1.8146
2116,2013-03-20,1.8176,92.96,5.5,0.0,7.29,93.851,1.8184
2117,2013-03-19,1.8251,92.16,5.5,0.024943181818181816,7.29,94.695,1.8176
2118,2013-03-18,1.813,93.74,5.5,0.4625,7.29,93.533,1.8251
2119,2013-03-15,1.8063,93.45,5.5,0.0,7.29,92.491,1.813
2120,2013-03-14,1.8098,93.03,5.5,0.0,7.29,92.553,1.8063
2121,2013-03-13,1.8126,92.52,5.5,0.15363636363636365,7.29,92.541,1.8098
2122,2013-03-12,1.8029,92.54,5.5,-0.03333333333333333,7.29,92.352,1.8126
2123,2013-03-11,1.799,92.06,5.5,0.09861952861952862,7.29,91.516,1.8029
2124,2013-03-08,1.8045,91.95,5.5,0.3055555555555555,7.29,91.618,1.799
2125,2013-03-07,1.7973,91.56,5.5,0.2256060606060606,7.29,91.235,1.8045
2126,2013-03-06,1.7984,90.43,5.5,0.09933333333333333,7.29,91.605,1.7973
2127,2013-03-05,1.7916,90.82,5.5,0.184375,7.29,90.743,1.7984
2128,2013-03-04,1.7989,90.12,5.5,0.00671487603305785,7.29,91.125,1.7916
2129,2013-03-01,1.7974,90.68,5.5,0.3931818181818182,7.29,91.118,1.7989
2130,2013-02-28,1.7985,92.05,5.5,0.0,7.03,91.369,1.7974
2131,2013-02-27,1.7977,92.76,5.5,-0.045486111111111116,7.03,92.271,1.7985
2132,2013-02-26,1.8054,92.63,5.5,0.21666666666666667,7.03,93.727,1.7977
2133,2013-02-25,1.8094,93.11,5.5,-0.14166666666666666,7.03,92.782,1.8054
2134,2013-02-22,1.8019,93.13,5.5,0.05481481481481483,7.03,91.596,1.8094
2135,2013-02-21,1.7942,92.84,5.5,0.0,7.03,90.93,1.8019
2136,2013-02-20,1.7833,94.46,5.5,0.0625,7.03,89.726,1.7942
2137,2013-02-19,1.7765,96.66,5.5,0.0,7.03,91.627,1.7833
2138,2013-02-18,1.7672,,5.5,0.0,7.03,91.457,1.7765
2139,2013-02-15,1.7665,95.86,5.5,0.13333333333333333,7.03,91.429,1.7672
2140,2013-02-14,1.7683,97.31,5.5,0.0,7.03,92.934,1.7665
2141,2013-02-13,1.7635,97.01,5.5,0.19305555555555556,7.03,93.173,1.7683
2142,2013-02-12,1.7724,97.51,5.5,0.09027777777777778,7.03,94.127,1.7635
2143,2013-02-11,1.7755,97.03,5.5,-0.19375,7.03,94.122,1.7724
2144,2013-02-08,1.7715,95.72,5.5,0.28,7.03,94.978,1.7755
2145,2013-02-07,1.774,95.83,5.5,0.0,7.03,95.243,1.7715
2146,2013-02-06,1.7695,96.62,5.5,0.225,7.03,95.51,1.774
2147,2013-02-05,1.7612,96.64,5.5,0.0,7.03,94.782,1.7695
2148,2013-02-04,1.7613,96.17,5.5,0.20000000000000004,7.03,94.905,1.7612
2149,2013-02-01,1.7473,97.77,5.5,-0.25,7.03,93.663,1.7613
2150,2013-01-31,1.7589,97.49,5.5,-0.125,7.31,94.12,1.7473
2151,2013-01-30,1.7678,97.94,5.5,-0.05,7.31,95.371,1.7589
2152,2013-01-29,1.7685,97.57,5.5,0.3916666666666667,7.31,94.584,1.7678
2153,2013-01-28,1.773,96.44,5.5,0.0,7.31,94.296,1.7685
2154,2013-01-25,1.7675,95.88,5.5,0.0,7.31,94.226,1.773
2155,2013-01-24,1.7686,95.95,5.5,0.03571428571428571,7.31,94.884,1.7675
2156,2013-01-23,1.7716,95.23,5.5,0.0,7.31,95.93,1.7686
2157,2013-01-22,1.769,96.24,5.5,0.0,7.31,96.231,1.7716
2158,2013-01-21,1.7643,,5.5,-0.07708333333333334,7.31,95.899,1.769
2159,2013-01-18,1.7603,95.56,5.5,0.0,7.31,95.355,1.7643
2160,2013-01-17,1.7524,95.49,5.5,0.0,7.31,95.105,1.7603
2161,2013-01-16,1.7653,94.24,5.5,0.0625,7.31,95.404,1.7524
2162,2013-01-15,1.7691,93.28,5.5,0.0,7.31,95.556,1.7653
2163,2013-01-14,1.7688,94.14,5.5,-0.027777777777777776,7.31,94.895,1.7691
2164,2013-01-11,1.7695,93.56,5.5,0.0,7.31,94.618,1.7688
2165,2013-01-10,1.7672,93.82,5.5,0.12400000000000005,7.31,95.19,1.7695
2166,2013-01-09,1.7753,93.1,5.5,0.0,7.31,94.688,1.7672
2167,2013-01-08,1.7783,93.15,5.5,0.06666666666666668,7.31,94.97,1.7753
2168,2013-01-07,1.7798,93.19,5.5,0.0028619528619528525,7.31,94.281,1.7783
2169,2013-01-04,1.7818,93.09,5.5,0.18333333333333332,7.31,94.883,1.7798
2170,2013-01-03,1.7847,92.92,5.5,-0.06250000000000001,7.31,95.478,1.7818
2171,2013-01-02,1.7787,93.12,5.5,0.09615384615384616,7.31,96.417,1.7847
2172,2013-01-01,1.7838,,5.5,0.0,7.31,96.124,1.7787
