,Unnamed: 0,Tarih,Açılış
2018,,2015-05-08,97.084
1966,,2015-05-10,109.59700000000001
1940,,2015-05-11,102.205
2090,,2015-05-13,102.042
2089,,2015-05-14,102.667
2088,,2015-05-15,101.785
2087,,2015-05-17,101.41799999999999
2086,,2015-05-18,101.426
2085,,2015-05-19,101.66799999999999
2084,,2015-05-20,100.944
2083,,2015-05-21,100.36
2082,,2015-05-22,100.512
2081,,2015-05-24,100.696
2080,,2015-05-25,100.706
2079,,2015-05-26,101.521
2078,,2015-05-27,100.851
2077,,2015-05-28,100.89
2076,,2015-05-29,101.55799999999999
2075,,2015-05-31,101.946
2198,,2015-06-01,90.204
2171,,2015-06-02,99.18
2147,,2015-06-03,100.624
2122,,2015-06-04,100.51299999999999
2096,,2015-06-05,104.03200000000001
2044,,2015-06-07,102.46799999999999
2017,,2015-06-08,97.21799999999999
1991,,2015-06-09,109.141
1965,,2015-06-10,108.931
1939,,2015-06-11,101.74700000000001
1914,,2015-06-12,100.82600000000001
2063,,2015-06-14,103.16
2062,,2015-06-15,103.458
2061,,2015-06-16,104.338
2060,,2015-06-17,103.914
2059,,2015-06-18,103.354
2058,,2015-06-19,104.821
2057,,2015-06-21,103.913
2056,,2015-06-22,103.89399999999999
2055,,2015-06-23,101.70100000000001
2054,,2015-06-24,101.47399999999999
2053,,2015-06-25,101.229
2052,,2015-06-26,100.264
2051,,2015-06-28,103.208
2050,,2015-06-29,102.961
2049,,2015-06-30,102.59200000000001
2197,,2015-07-01,90.958
2121,,2015-07-04,100.449
2095,,2015-07-05,103.12299999999999
2069,,2015-07-06,103.613
2043,,2015-07-07,100.803
2016,,2015-07-08,97.24799999999999
1990,,2015-07-09,109.51299999999999
1964,,2015-07-10,109.045
1913,,2015-07-12,100.738
2038,,2015-07-13,99.848
2037,,2015-07-14,98.461
2036,,2015-07-15,97.863
2035,,2015-07-16,97.73299999999999
2034,,2015-07-17,97.82
2033,,2015-07-19,96.804
2032,,2015-07-20,96.755
2031,,2015-07-21,95.25399999999999
2030,,2015-07-22,94.896
2029,,2015-07-23,95.29799999999999
2028,,2015-07-24,95.935
2027,,2015-07-26,96.749
2026,,2015-07-27,96.928
2025,,2015-07-28,97.395
2024,,2015-07-29,97.226
2023,,2015-07-30,97.63600000000001
2022,,2015-07-31,97.552
2196,,2015-08-01,90.397
2170,,2015-08-02,98.384
2146,,2015-08-03,98.31700000000001
2120,,2015-08-04,101.126
2094,,2015-08-05,102.415
2068,,2015-08-06,103.775
2042,,2015-08-07,99.756
1989,,2015-08-09,109.255
1963,,2015-08-10,108.258
1938,,2015-08-11,102.384
1912,,2015-08-12,100.303
2011,,2015-08-13,100.397
2010,,2015-08-14,101.193
2009,,2015-08-16,101.52600000000001
2008,,2015-08-17,101.571
2007,,2015-08-18,103.016
2006,,2015-08-19,104.012
2005,,2015-08-20,106.709
2004,,2015-08-21,108.426
2003,,2015-08-23,109.15299999999999
2002,,2015-08-24,110.495
2001,,2015-08-25,109.384
2000,,2015-08-26,108.469
1999,,2015-08-27,105.87899999999999
1998,,2015-08-28,105.47
1997,,2015-08-30,106.36
1996,,2015-08-31,106.29299999999999
2195,,2015-09-01,89.32
2169,,2015-09-02,98.425
2145,,2015-09-03,98.721
2119,,2015-09-04,100.382
2067,,2015-09-06,103.825
2041,,2015-09-07,99.899
2015,,2015-09-08,97.726
1988,,2015-09-09,108.72200000000001
1962,,2015-09-10,106.132
1937,,2015-09-11,102.456
1911,,2015-09-12,100.71
1985,,2015-09-13,108.736
1984,,2015-09-14,108.06299999999999
1983,,2015-09-15,109.079
1982,,2015-09-16,107.71799999999999
1981,,2015-09-17,108.00200000000001
1980,,2015-09-18,109.39
1979,,2015-09-20,110.255
1978,,2015-09-21,109.954
1977,,2015-09-22,109.39399999999999
1976,,2015-09-23,109.45200000000001
1975,,2015-09-24,110.662
1974,,2015-09-25,112.715
1973,,2015-09-27,111.822
1972,,2015-09-28,112.42
1971,,2015-09-29,111.296
1970,,2015-09-30,110.015
2168,,2015-10-02,98.625
2144,,2015-10-03,97.666
2118,,2015-10-04,100.641
2093,,2015-10-05,102.927
2066,,2015-10-06,104.186
2040,,2015-10-07,99.63600000000001
2014,,2015-10-08,97.647
1987,,2015-10-09,108.557
1936,,2015-10-11,102.62799999999999
1910,,2015-10-12,100.43700000000001
1959,,2015-10-13,109.41
1958,,2015-10-14,111.191
1957,,2015-10-15,110.993
1956,,2015-10-16,109.554
1955,,2015-10-18,109.54299999999999
1954,,2015-10-19,109.666
1953,,2015-10-20,109.21799999999999
1952,,2015-10-21,109.80799999999999
1951,,2015-10-22,108.552
1950,,2015-10-23,107.686
1949,,2015-10-26,108.667
1948,,2015-10-27,108.166
1947,,2015-10-28,108.959
1946,,2015-10-29,108.822
1945,,2015-10-30,108.34700000000001
2194,,2015-11-01,90.287
2167,,2015-11-02,99.009
2143,,2015-11-03,98.67
2092,,2015-11-05,102.971
2065,,2015-11-06,104.291
2013,,2015-11-08,98.417
1986,,2015-11-09,107.93
1961,,2015-11-10,109.851
1935,,2015-11-11,102.169
1909,,2015-11-12,100.82700000000001
1933,,2015-11-13,99.854
1932,,2015-11-15,100.51899999999999
1931,,2015-11-16,100.79700000000001
1930,,2015-11-17,100.444
1929,,2015-11-18,98.66799999999999
1928,,2015-11-19,98.6
1927,,2015-11-20,98.929
1926,,2015-11-22,98.025
1925,,2015-11-23,97.95200000000001
1924,,2015-11-24,98.09899999999999
1923,,2015-11-25,99.443
1922,,2015-11-26,99.406
1921,,2015-11-27,100.95200000000001
1920,,2015-11-29,99.461
1919,,2015-11-30,99.51299999999999
2193,,2015-12-01,90.42399999999999
2166,,2015-12-02,98.086
2142,,2015-12-03,97.096
2117,,2015-12-04,102.06200000000001
2091,,2015-12-05,102.512
2064,,2015-12-06,102.719
2039,,2015-12-07,99.98899999999999
2012,,2015-12-08,99.083
1960,,2015-12-10,109.054
1934,,2015-12-11,100.421
1908,,2015-12-13,102.28200000000001
1907,,2015-12-14,102.382
1906,,2015-12-15,101.90100000000001
1905,,2015-12-16,101.15
1904,,2015-12-17,101.01700000000001
1903,,2015-12-18,99.11200000000001
1902,,2015-12-20,99.79
1901,,2015-12-21,99.734
1900,,2015-12-22,100.896
1899,,2015-12-23,101.182
1898,,2015-12-24,100.641
1897,,2015-12-27,100.87
1896,,2015-12-28,100.876
1895,,2015-12-29,99.814
1894,,2015-12-30,99.939
1893,,2015-12-31,99.78
1867,,2016-01-02,106.215
1842,,2016-01-03,118.20100000000001
1816,,2016-01-04,111.568
1791,,2016-01-05,116.34899999999999
1764,,2016-01-06,115.36200000000001
1738,,2016-01-07,122.505
1712,,2016-01-08,129.555
1685,,2016-01-09,124.54700000000001
1633,,2016-01-11,127.06700000000001
1607,,2016-01-12,129.556
1883,,2016-01-13,105.995
1882,,2016-01-14,106.631
