"Tarih","Şimdi","Açılış","Yüksek","Düşük","Fark %"
"25.04.2018","173,585","175,045","175,076","171,892","-0,84%"
"24.04.2018","175,058","174,986","175,371","174,028","0,05%"
"23.04.2018","174,974","174,839","175,635","174,141","0,08%"
"22.04.2018","174,839","175,207","175,220","174,795","-0,12%"
"20.04.2018","175,047","174,940","175,229","173,815","0,06%"
"19.04.2018","174,938","174,521","175,815","173,996","0,25%"
"18.04.2018","174,505","177,214","178,304","173,699","-1,52%"
"17.04.2018","177,199","177,566","178,102","176,166","-0,21%"
"16.04.2018","177,566","176,870","178,616","176,759","0,40%"
"15.04.2018","176,859","177,334","177,457","176,388","-0,19%"
"13.04.2018","177,203","176,993","177,519","175,333","0,10%"
"12.04.2018","177,032","180,169","180,764","175,804","-1,74%"
"11.04.2018","180,168","177,367","182,357","177,127","1,59%"
"10.04.2018","177,347","175,166","178,282","173,746","1,25%"
"09.04.2018","175,161","173,450","175,264","172,761","0,99%"
"08.04.2018","173,438","173,459","173,722","173,262","0,02%"
"06.04.2018","173,406","173,324","173,656","172,217","0,06%"
"05.04.2018","173,305","171,507","173,816","170,805","1,05%"
"04.04.2018","171,511","171,090","173,923","170,922","0,25%"
"03.04.2018","171,090","171,683","171,798","170,398","-0,35%"
"02.04.2018","171,691","168,732","171,946","168,638","1,76%"
"01.04.2018","168,725","168,654","168,839","168,494","0,44%"
"29.03.2018","167,994","171,180","171,454","167,287","-1,86%"
"28.03.2018","171,184","172,210","172,626","170,368","-0,60%"
"27.03.2018","172,211","172,514","173,321","171,599","-0,19%"
"26.03.2018","172,545","172,663","173,793","170,976","-0,06%"
"25.03.2018","172,645","172,204","173,011","172,196","0,02%"
"23.03.2018","172,610","170,418","172,984","170,245","1,29%"
"22.03.2018","170,413","167,437","172,731","166,794","1,77%"
"21.03.2018","167,446","165,651","167,922","165,623","1,08%"
"20.03.2018","165,651","167,030","167,128","165,136","-0,83%"
"19.03.2018","167,034","165,619","167,215","165,203","0,85%"
"18.03.2018","165,634","165,380","165,729","165,367","0,03%"
"16.03.2018","165,583","164,799","166,390","164,691","0,48%"
"15.03.2018","164,800","165,379","165,873","164,769","-0,36%"
"14.03.2018","165,392","165,050","165,932","164,332","0,19%"
"13.03.2018","165,080","163,770","165,381","162,840","0,79%"
"12.03.2018","163,780","162,205","163,880","161,639","0,97%"
"11.03.2018","162,206","162,340","162,415","162,101","0,03%"
"09.03.2018","162,159","162,448","162,494","160,985","-0,17%"
"08.03.2018","162,441","162,143","162,931","161,951","0,18%"
"07.03.2018","162,144","163,579","163,770","161,417","-0,87%"
"06.03.2018","163,571","161,836","163,793","161,484","1,07%"
"05.03.2018","161,839","162,149","163,387","161,467","-0,19%"
"04.03.2018","162,148","162,100","162,179","161,935","0,12%"
"02.03.2018","161,952","161,293","162,765","161,046","0,41%"
"01.03.2018","161,293","161,058","161,733","159,787","0,15%"
"28.02.2018","161,045","161,641","161,787","160,934","-0,37%"
"27.02.2018","161,639","162,167","162,637","160,772","-0,34%"
"26.02.2018","162,188","161,689","162,891","161,689","0,31%"
"25.02.2018","161,689","161,795","162,013","161,632","-0,15%"
"23.02.2018","161,927","161,863","162,150","161,507","0,05%"
"22.02.2018","161,854","161,805","162,119","161,286","0,04%"
"21.02.2018","161,793","162,458","162,585","161,151","-0,40%"
"20.02.2018","162,444","162,619","164,118","162,047","-0,09%"
"19.02.2018","162,593","162,409","163,007","162,315","0,09%"
"18.02.2018","162,443","162,376","162,663","162,369","0,06%"
"16.02.2018","162,338","163,935","164,940","162,141","-0,98%"
"15.02.2018","163,942","164,567","164,932","163,558","-0,38%"
"14.02.2018","164,565","163,076","164,846","161,473","0,91%"
"13.02.2018","163,076","161,546","163,223","161,420","0,95%"
"12.02.2018","161,536","161,597","162,670","161,207","-0,02%"
"11.02.2018","161,572","161,355","161,649","161,316","-0,03%"
"09.02.2018","161,613","162,541","162,682","161,123","-0,58%"
"08.02.2018","162,552","161,338","162,863","159,905","0,74%"
"07.02.2018","161,359","160,592","161,620","160,282","0,48%"
"06.02.2018","160,596","163,228","164,129","159,939","-1,62%"
"05.02.2018","163,245","161,683","163,400","161,205","0,97%"
"04.02.2018","161,677","161,643","161,835","161,318","0,08%"
"02.02.2018","161,553","161,920","162,835","160,617","-0,25%"
"01.02.2018","161,953","162,524","162,738","160,996","-0,35%"
"31.01.2018","162,522","162,632","163,044","161,224","-0,07%"
"30.01.2018","162,640","163,311","163,770","162,388","-0,42%"
"29.01.2018","163,325","162,957","163,927","162,680","0,22%"
"28.01.2018","162,960","162,851","163,006","162,695","0,13%"
"26.01.2018","162,744","162,832","163,492","162,624","-0,05%"
"25.01.2018","162,832","163,551","164,251","162,192","-0,44%"
"24.01.2018","163,548","162,580","163,575","162,219","0,58%"
"23.01.2018","162,609","161,906","163,366","161,894","0,42%"
"22.01.2018","161,922","164,382","164,382","161,770","-1,49%"
"21.01.2018","164,369","164,289","164,558","164,055","0,84%"
"19.01.2018","163,006","161,025","163,690","160,744","1,23%"
"18.01.2018","161,032","163,094","163,178","160,392","-1,26%"
"17.01.2018","163,081","163,805","164,530","162,453","-0,49%"
"16.01.2018","163,889","163,979","164,990","162,329","-0,05%"
"15.01.2018","163,978","161,412","164,059","161,360","1,54%"
"14.01.2018","161,489","161,459","161,571","161,210","0,16%"
"12.01.2018","161,236","160,511","161,598","160,051","0,45%"
"11.01.2018","160,515","160,963","161,547","160,216","-0,28%"
"10.01.2018","160,962","158,853","162,136","158,606","1,33%"
"09.01.2018","158,847","158,707","159,549","158,480","0,09%"
"08.01.2018","158,705","158,433","159,345","158,396","0,18%"
"07.01.2018","158,426","158,666","158,789","158,374","0,02%"
"05.01.2018","158,396","159,314","159,623","158,189","-0,57%"
"04.01.2018","159,309","159,417","159,715","158,407","-0,07%"
"03.01.2018","159,415","159,877","160,177","158,744","-0,28%"
"02.01.2018","159,868","159,252","160,034","158,297","0,42%"
"29.12.2017","159,207","157,180","159,251","157,021","1,29%"
"28.12.2017","157,177","157,955","158,792","156,506","-0,49%"
"27.12.2017","157,955","156,989","158,240","156,888","0,61%"
"26.12.2017","156,990","155,882","157,379","155,841","0,70%"
"25.12.2017","155,901","155,928","155,958","155,841","-0,16%"
"22.12.2017","156,151","155,649","156,492","155,431","0,31%"
"21.12.2017","155,672","155,715","156,025","155,186","-0,03%"
"20.12.2017","155,716","155,659","156,246","155,219","0,03%"
"19.12.2017","155,663","155,347","156,219","155,050","0,21%"
"18.12.2017","155,336","155,448","156,257","155,173","-0,07%"
"17.12.2017","155,448","156,060","156,068","155,393","-0,35%"
"15.12.2017","155,989","156,566","156,869","155,573","-0,37%"
"14.12.2017","156,574","153,783","157,136","153,715","1,81%"
"13.12.2017","153,789","153,797","154,518","153,099","-0,01%"
"12.12.2017","153,797","153,174","153,922","152,661","0,41%"
"11.12.2017","153,171","154,056","154,252","152,765","-0,58%"
"10.12.2017","154,057","153,992","154,135","153,966","0,06%"
"08.12.2017","153,963","154,955","155,547","153,525","-0,64%"
"07.12.2017","154,953","156,510","156,638","154,609","-1,01%"
"06.12.2017","156,530","156,415","157,524","156,215","0,07%"
"05.12.2017","156,417","159,099","159,191","155,799","-1,68%"
"04.12.2017","159,095","160,839","161,707","158,249","-1,08%"
"03.12.2017","160,825","160,796","160,922","160,731","-0,18%"
"01.12.2017","161,114","160,608","162,341","160,489","0,31%"
"30.11.2017","160,609","163,396","163,603","160,412","-1,71%"
"29.11.2017","163,398","165,001","165,544","163,162","-0,97%"
"28.11.2017","164,993","162,599","165,270","162,441","1,48%"
"27.11.2017","162,582","163,611","163,980","161,947","-0,63%"
"26.11.2017","163,613","163,595","163,792","163,462","-0,16%"
"24.11.2017","163,878","162,847","163,952","162,675","0,63%"
"23.11.2017","162,858","162,649","163,724","161,757","0,13%"
"22.11.2017","162,649","163,241","164,152","162,587","-0,37%"
"21.11.2017","163,245","161,684","163,873","161,224","0,97%"
"20.11.2017","161,677","160,924","163,289","160,319","0,47%"
"19.11.2017","160,924","160,569","160,942","160,397","-0,23%"
"17.11.2017","161,293","158,942","161,515","158,839","1,48%"
"16.11.2017","158,942","159,730","159,800","158,387","-0,49%"
"15.11.2017","159,731","160,185","160,971","159,314","-0,27%"
"14.11.2017","160,167","158,982","160,892","158,109","0,75%"
"13.11.2017","158,982","158,391","159,835","158,030","0,37%"
"12.11.2017","158,394","158,407","158,553","158,278","-0,10%"
"10.11.2017","158,545","159,828","160,212","158,110","-0,80%"
"09.11.2017","159,823","159,335","160,575","158,552","0,31%"
"08.11.2017","159,336","159,596","160,590","158,883","-0,18%"
"07.11.2017","159,626","157,595","159,708","157,392","1,29%"
"06.11.2017","157,595","158,624","158,626","156,464","-0,65%"
"05.11.2017","158,624","158,760","158,760","158,511","-0,08%"
"03.11.2017","158,747","156,112","158,874","156,091","1,68%"
"02.11.2017","156,118","156,537","157,302","155,747","-0,27%"
"01.11.2017","156,536","154,652","157,477","154,502","1,17%"
"31.10.2017","154,733","155,190","155,748","154,609","-0,32%"
"30.10.2017","155,231","154,972","155,704","153,694","0,19%"
"29.10.2017","154,944","154,784","155,332","154,700","-0,10%"
"27.10.2017","155,099","155,606","156,413","154,882","-0,34%"
"26.10.2017","155,621","154,610","156,744","154,180","0,62%"
"25.10.2017","154,657","153,302","156,365","152,553","0,85%"
"24.10.2017","153,359","153,139","154,200","152,464","0,12%"
"23.10.2017","153,174","151,141","153,467","151,044","1,31%"
"22.10.2017","151,197","151,706","151,766","151,049","0,05%"
"20.10.2017","151,118","151,536","151,777","150,786","-0,26%"
"19.10.2017","151,509","151,283","151,729","150,784","0,15%"
"18.10.2017","151,278","151,601","151,954","151,004","-0,21%"
"17.10.2017","151,599","151,824","152,179","151,136","-0,17%"
"16.10.2017","151,864","152,189","153,140","151,476","-0,22%"
"15.10.2017","152,198","152,669","152,885","151,963","-0,07%"
"13.10.2017","152,311","152,203","152,573","151,585","0,07%"
"12.10.2017","152,207","151,467","152,804","151,195","0,49%"
"11.10.2017","151,467","153,742","153,850","151,229","-1,50%"
"10.10.2017","153,766","152,932","153,844","151,908","0,54%"
"09.10.2017","152,935","152,463","154,273","151,427","0,35%"
"08.10.2017","152,401","151,069","154,592","151,059","2,76%"
"06.10.2017","148,312","146,394","148,353","146,159","1,31%"
"05.10.2017","146,398","146,413","146,916","146,082","-0,01%"
"04.10.2017","146,413","146,232","146,915","146,138","0,12%"
"03.10.2017","146,232","145,908","146,735","145,715","0,22%"
"02.10.2017","145,908","146,519","146,770","145,666","-0,42%"
"01.10.2017","146,519","146,761","146,828","146,395","-0,09%"
"29.09.2017","146,656","147,300","147,573","146,227","-0,44%"
"28.09.2017","147,300","147,719","147,963","146,789","-0,28%"
"27.09.2017","147,719","147,351","148,680","147,043","0,25%"
"26.09.2017","147,351","149,118","149,605","147,193","-1,18%"
"25.09.2017","149,118","145,439","149,773","145,359","2,53%"
"24.09.2017","145,438","146,127","146,127","145,249","-0,33%"
"22.09.2017","145,920","145,660","146,189","145,242","0,18%"
"21.09.2017","145,660","146,413","146,826","145,278","-0,51%"
"20.09.2017","146,413","147,030","147,456","146,215","-0,42%"
"19.09.2017","147,030","146,840","147,470","146,404","0,13%"
"18.09.2017","146,841","145,903","146,971","145,822","0,59%"
"15.09.2017","145,979","147,282","147,289","145,897","-0,88%"
"14.09.2017","147,273","147,114","147,842","146,414","0,11%"
